,hk,rch_0,rch_1
0,3.0,0.75,1.0
1,3.0,0.7628205128205128,1.0
2,3.0,0.7756410256410257,1.0
3,3.0,0.7884615384615384,1.0
4,3.0,0.8012820512820513,1.0
5,3.0,0.8141025641025641,1.0
6,3.0,0.8269230769230769,1.0
7,3.0,0.8397435897435898,1.0
8,3.0,0.8525641025641025,1.0
9,3.0,0.8653846153846154,1.0
10,3.0,0.8782051282051282,1.0
11,3.0,0.891025641025641,1.0
12,3.0,0.9038461538461539,1.0
13,3.0,0.9166666666666666,1.0
14,3.0,0.9294871794871795,1.0
15,3.0,0.9423076923076923,1.0
16,3.0,0.9551282051282051,1.0
17,3.0,0.967948717948718,1.0
18,3.0,0.9807692307692307,1.0
19,3.0,0.9935897435897436,1.0
20,3.0,1.0064102564102564,1.0
21,3.0,1.0192307692307692,1.0
22,3.0,1.032051282051282,1.0
23,3.0,1.044871794871795,1.0
24,3.0,1.0576923076923077,1.0
25,3.0,1.0705128205128205,1.0
26,3.0,1.0833333333333333,1.0
27,3.0,1.0961538461538463,1.0
28,3.0,1.108974358974359,1.0
29,3.0,1.1217948717948718,1.0
30,3.0,1.1346153846153846,1.0
31,3.0,1.1474358974358974,1.0
32,3.0,1.1602564102564101,1.0
33,3.0,1.1730769230769231,1.0
34,3.0,1.185897435897436,1.0
35,3.0,1.1987179487179487,1.0
36,3.0,1.2115384615384615,1.0
37,3.0,1.2243589743589745,1.0
38,3.0,1.2371794871794872,1.0
39,3.0,1.25,1.0
40,3.230769230769231,0.75,1.0
41,3.230769230769231,0.7628205128205128,1.0
42,3.230769230769231,0.7756410256410257,1.0
43,3.230769230769231,0.7884615384615384,1.0
44,3.230769230769231,0.8012820512820513,1.0
45,3.230769230769231,0.8141025641025641,1.0
46,3.230769230769231,0.8269230769230769,1.0
47,3.230769230769231,0.8397435897435898,1.0
48,3.230769230769231,0.8525641025641025,1.0
49,3.230769230769231,0.8653846153846154,1.0
50,3.230769230769231,0.8782051282051282,1.0
51,3.230769230769231,0.891025641025641,1.0
52,3.230769230769231,0.9038461538461539,1.0
53,3.230769230769231,0.9166666666666666,1.0
54,3.230769230769231,0.9294871794871795,1.0
55,3.230769230769231,0.9423076923076923,1.0
56,3.230769230769231,0.9551282051282051,1.0
57,3.230769230769231,0.967948717948718,1.0
58,3.230769230769231,0.9807692307692307,1.0
59,3.230769230769231,0.9935897435897436,1.0
60,3.230769230769231,1.0064102564102564,1.0
61,3.230769230769231,1.0192307692307692,1.0
62,3.230769230769231,1.032051282051282,1.0
63,3.230769230769231,1.044871794871795,1.0
64,3.230769230769231,1.0576923076923077,1.0
65,3.230769230769231,1.0705128205128205,1.0
66,3.230769230769231,1.0833333333333333,1.0
67,3.230769230769231,1.0961538461538463,1.0
68,3.230769230769231,1.108974358974359,1.0
69,3.230769230769231,1.1217948717948718,1.0
70,3.230769230769231,1.1346153846153846,1.0
71,3.230769230769231,1.1474358974358974,1.0
72,3.230769230769231,1.1602564102564101,1.0
73,3.230769230769231,1.1730769230769231,1.0
74,3.230769230769231,1.185897435897436,1.0
75,3.230769230769231,1.1987179487179487,1.0
76,3.230769230769231,1.2115384615384615,1.0
77,3.230769230769231,1.2243589743589745,1.0
78,3.230769230769231,1.2371794871794872,1.0
79,3.230769230769231,1.25,1.0
80,3.4615384615384617,0.75,1.0
81,3.4615384615384617,0.7628205128205128,1.0
82,3.4615384615384617,0.7756410256410257,1.0
83,3.4615384615384617,0.7884615384615384,1.0
84,3.4615384615384617,0.8012820512820513,1.0
85,3.4615384615384617,0.8141025641025641,1.0
86,3.4615384615384617,0.8269230769230769,1.0
87,3.4615384615384617,0.8397435897435898,1.0
88,3.4615384615384617,0.8525641025641025,1.0
89,3.4615384615384617,0.8653846153846154,1.0
90,3.4615384615384617,0.8782051282051282,1.0
91,3.4615384615384617,0.891025641025641,1.0
92,3.4615384615384617,0.9038461538461539,1.0
93,3.4615384615384617,0.9166666666666666,1.0
94,3.4615384615384617,0.9294871794871795,1.0
95,3.4615384615384617,0.9423076923076923,1.0
96,3.4615384615384617,0.9551282051282051,1.0
97,3.4615384615384617,0.967948717948718,1.0
98,3.4615384615384617,0.9807692307692307,1.0
99,3.4615384615384617,0.9935897435897436,1.0
100,3.4615384615384617,1.0064102564102564,1.0
101,3.4615384615384617,1.0192307692307692,1.0
102,3.4615384615384617,1.032051282051282,1.0
103,3.4615384615384617,1.044871794871795,1.0
104,3.4615384615384617,1.0576923076923077,1.0
105,3.4615384615384617,1.0705128205128205,1.0
106,3.4615384615384617,1.0833333333333333,1.0
107,3.4615384615384617,1.0961538461538463,1.0
108,3.4615384615384617,1.108974358974359,1.0
109,3.4615384615384617,1.1217948717948718,1.0
110,3.4615384615384617,1.1346153846153846,1.0
111,3.4615384615384617,1.1474358974358974,1.0
112,3.4615384615384617,1.1602564102564101,1.0
113,3.4615384615384617,1.1730769230769231,1.0
114,3.4615384615384617,1.185897435897436,1.0
115,3.4615384615384617,1.1987179487179487,1.0
116,3.4615384615384617,1.2115384615384615,1.0
117,3.4615384615384617,1.2243589743589745,1.0
118,3.4615384615384617,1.2371794871794872,1.0
119,3.4615384615384617,1.25,1.0
120,3.6923076923076925,0.75,1.0
121,3.6923076923076925,0.7628205128205128,1.0
122,3.6923076923076925,0.7756410256410257,1.0
123,3.6923076923076925,0.7884615384615384,1.0
124,3.6923076923076925,0.8012820512820513,1.0
125,3.6923076923076925,0.8141025641025641,1.0
126,3.6923076923076925,0.8269230769230769,1.0
127,3.6923076923076925,0.8397435897435898,1.0
128,3.6923076923076925,0.8525641025641025,1.0
129,3.6923076923076925,0.8653846153846154,1.0
130,3.6923076923076925,0.8782051282051282,1.0
131,3.6923076923076925,0.891025641025641,1.0
132,3.6923076923076925,0.9038461538461539,1.0
133,3.6923076923076925,0.9166666666666666,1.0
134,3.6923076923076925,0.9294871794871795,1.0
135,3.6923076923076925,0.9423076923076923,1.0
136,3.6923076923076925,0.9551282051282051,1.0
137,3.6923076923076925,0.967948717948718,1.0
138,3.6923076923076925,0.9807692307692307,1.0
139,3.6923076923076925,0.9935897435897436,1.0
140,3.6923076923076925,1.0064102564102564,1.0
141,3.6923076923076925,1.0192307692307692,1.0
142,3.6923076923076925,1.032051282051282,1.0
143,3.6923076923076925,1.044871794871795,1.0
144,3.6923076923076925,1.0576923076923077,1.0
145,3.6923076923076925,1.0705128205128205,1.0
146,3.6923076923076925,1.0833333333333333,1.0
147,3.6923076923076925,1.0961538461538463,1.0
148,3.6923076923076925,1.108974358974359,1.0
149,3.6923076923076925,1.1217948717948718,1.0
150,3.6923076923076925,1.1346153846153846,1.0
151,3.6923076923076925,1.1474358974358974,1.0
152,3.6923076923076925,1.1602564102564101,1.0
153,3.6923076923076925,1.1730769230769231,1.0
154,3.6923076923076925,1.185897435897436,1.0
155,3.6923076923076925,1.1987179487179487,1.0
156,3.6923076923076925,1.2115384615384615,1.0
157,3.6923076923076925,1.2243589743589745,1.0
158,3.6923076923076925,1.2371794871794872,1.0
159,3.6923076923076925,1.25,1.0
160,3.9230769230769234,0.75,1.0
161,3.9230769230769234,0.7628205128205128,1.0
162,3.9230769230769234,0.7756410256410257,1.0
163,3.9230769230769234,0.7884615384615384,1.0
164,3.9230769230769234,0.8012820512820513,1.0
165,3.9230769230769234,0.8141025641025641,1.0
166,3.9230769230769234,0.8269230769230769,1.0
167,3.9230769230769234,0.8397435897435898,1.0
168,3.9230769230769234,0.8525641025641025,1.0
169,3.9230769230769234,0.8653846153846154,1.0
170,3.9230769230769234,0.8782051282051282,1.0
171,3.9230769230769234,0.891025641025641,1.0
172,3.9230769230769234,0.9038461538461539,1.0
173,3.9230769230769234,0.9166666666666666,1.0
174,3.9230769230769234,0.9294871794871795,1.0
175,3.9230769230769234,0.9423076923076923,1.0
176,3.9230769230769234,0.9551282051282051,1.0
177,3.9230769230769234,0.967948717948718,1.0
178,3.9230769230769234,0.9807692307692307,1.0
179,3.9230769230769234,0.9935897435897436,1.0
180,3.9230769230769234,1.0064102564102564,1.0
181,3.9230769230769234,1.0192307692307692,1.0
182,3.9230769230769234,1.032051282051282,1.0
183,3.9230769230769234,1.044871794871795,1.0
184,3.9230769230769234,1.0576923076923077,1.0
185,3.9230769230769234,1.0705128205128205,1.0
186,3.9230769230769234,1.0833333333333333,1.0
187,3.9230769230769234,1.0961538461538463,1.0
188,3.9230769230769234,1.108974358974359,1.0
189,3.9230769230769234,1.1217948717948718,1.0
190,3.9230769230769234,1.1346153846153846,1.0
191,3.9230769230769234,1.1474358974358974,1.0
192,3.9230769230769234,1.1602564102564101,1.0
193,3.9230769230769234,1.1730769230769231,1.0
194,3.9230769230769234,1.185897435897436,1.0
195,3.9230769230769234,1.1987179487179487,1.0
196,3.9230769230769234,1.2115384615384615,1.0
197,3.9230769230769234,1.2243589743589745,1.0
198,3.9230769230769234,1.2371794871794872,1.0
199,3.9230769230769234,1.25,1.0
200,4.153846153846154,0.75,1.0
201,4.153846153846154,0.7628205128205128,1.0
202,4.153846153846154,0.7756410256410257,1.0
203,4.153846153846154,0.7884615384615384,1.0
204,4.153846153846154,0.8012820512820513,1.0
205,4.153846153846154,0.8141025641025641,1.0
206,4.153846153846154,0.8269230769230769,1.0
207,4.153846153846154,0.8397435897435898,1.0
208,4.153846153846154,0.8525641025641025,1.0
209,4.153846153846154,0.8653846153846154,1.0
210,4.153846153846154,0.8782051282051282,1.0
211,4.153846153846154,0.891025641025641,1.0
212,4.153846153846154,0.9038461538461539,1.0
213,4.153846153846154,0.9166666666666666,1.0
214,4.153846153846154,0.9294871794871795,1.0
215,4.153846153846154,0.9423076923076923,1.0
216,4.153846153846154,0.9551282051282051,1.0
217,4.153846153846154,0.967948717948718,1.0
218,4.153846153846154,0.9807692307692307,1.0
219,4.153846153846154,0.9935897435897436,1.0
220,4.153846153846154,1.0064102564102564,1.0
221,4.153846153846154,1.0192307692307692,1.0
222,4.153846153846154,1.032051282051282,1.0
223,4.153846153846154,1.044871794871795,1.0
224,4.153846153846154,1.0576923076923077,1.0
225,4.153846153846154,1.0705128205128205,1.0
226,4.153846153846154,1.0833333333333333,1.0
227,4.153846153846154,1.0961538461538463,1.0
228,4.153846153846154,1.108974358974359,1.0
229,4.153846153846154,1.1217948717948718,1.0
230,4.153846153846154,1.1346153846153846,1.0
231,4.153846153846154,1.1474358974358974,1.0
232,4.153846153846154,1.1602564102564101,1.0
233,4.153846153846154,1.1730769230769231,1.0
234,4.153846153846154,1.185897435897436,1.0
235,4.153846153846154,1.1987179487179487,1.0
236,4.153846153846154,1.2115384615384615,1.0
237,4.153846153846154,1.2243589743589745,1.0
238,4.153846153846154,1.2371794871794872,1.0
239,4.153846153846154,1.25,1.0
240,4.384615384615385,0.75,1.0
241,4.384615384615385,0.7628205128205128,1.0
242,4.384615384615385,0.7756410256410257,1.0
243,4.384615384615385,0.7884615384615384,1.0
244,4.384615384615385,0.8012820512820513,1.0
245,4.384615384615385,0.8141025641025641,1.0
246,4.384615384615385,0.8269230769230769,1.0
247,4.384615384615385,0.8397435897435898,1.0
248,4.384615384615385,0.8525641025641025,1.0
249,4.384615384615385,0.8653846153846154,1.0
250,4.384615384615385,0.8782051282051282,1.0
251,4.384615384615385,0.891025641025641,1.0
252,4.384615384615385,0.9038461538461539,1.0
253,4.384615384615385,0.9166666666666666,1.0
254,4.384615384615385,0.9294871794871795,1.0
255,4.384615384615385,0.9423076923076923,1.0
256,4.384615384615385,0.9551282051282051,1.0
257,4.384615384615385,0.967948717948718,1.0
258,4.384615384615385,0.9807692307692307,1.0
259,4.384615384615385,0.9935897435897436,1.0
260,4.384615384615385,1.0064102564102564,1.0
261,4.384615384615385,1.0192307692307692,1.0
262,4.384615384615385,1.032051282051282,1.0
263,4.384615384615385,1.044871794871795,1.0
264,4.384615384615385,1.0576923076923077,1.0
265,4.384615384615385,1.0705128205128205,1.0
266,4.384615384615385,1.0833333333333333,1.0
267,4.384615384615385,1.0961538461538463,1.0
268,4.384615384615385,1.108974358974359,1.0
269,4.384615384615385,1.1217948717948718,1.0
270,4.384615384615385,1.1346153846153846,1.0
271,4.384615384615385,1.1474358974358974,1.0
272,4.384615384615385,1.1602564102564101,1.0
273,4.384615384615385,1.1730769230769231,1.0
274,4.384615384615385,1.185897435897436,1.0
275,4.384615384615385,1.1987179487179487,1.0
276,4.384615384615385,1.2115384615384615,1.0
277,4.384615384615385,1.2243589743589745,1.0
278,4.384615384615385,1.2371794871794872,1.0
279,4.384615384615385,1.25,1.0
280,4.615384615384615,0.75,1.0
281,4.615384615384615,0.7628205128205128,1.0
282,4.615384615384615,0.7756410256410257,1.0
283,4.615384615384615,0.7884615384615384,1.0
284,4.615384615384615,0.8012820512820513,1.0
285,4.615384615384615,0.8141025641025641,1.0
286,4.615384615384615,0.8269230769230769,1.0
287,4.615384615384615,0.8397435897435898,1.0
288,4.615384615384615,0.8525641025641025,1.0
289,4.615384615384615,0.8653846153846154,1.0
290,4.615384615384615,0.8782051282051282,1.0
291,4.615384615384615,0.891025641025641,1.0
292,4.615384615384615,0.9038461538461539,1.0
293,4.615384615384615,0.9166666666666666,1.0
294,4.615384615384615,0.9294871794871795,1.0
295,4.615384615384615,0.9423076923076923,1.0
296,4.615384615384615,0.9551282051282051,1.0
297,4.615384615384615,0.967948717948718,1.0
298,4.615384615384615,0.9807692307692307,1.0
299,4.615384615384615,0.9935897435897436,1.0
300,4.615384615384615,1.0064102564102564,1.0
301,4.615384615384615,1.0192307692307692,1.0
302,4.615384615384615,1.032051282051282,1.0
303,4.615384615384615,1.044871794871795,1.0
304,4.615384615384615,1.0576923076923077,1.0
305,4.615384615384615,1.0705128205128205,1.0
306,4.615384615384615,1.0833333333333333,1.0
307,4.615384615384615,1.0961538461538463,1.0
308,4.615384615384615,1.108974358974359,1.0
309,4.615384615384615,1.1217948717948718,1.0
310,4.615384615384615,1.1346153846153846,1.0
311,4.615384615384615,1.1474358974358974,1.0
312,4.615384615384615,1.1602564102564101,1.0
313,4.615384615384615,1.1730769230769231,1.0
314,4.615384615384615,1.185897435897436,1.0
315,4.615384615384615,1.1987179487179487,1.0
316,4.615384615384615,1.2115384615384615,1.0
317,4.615384615384615,1.2243589743589745,1.0
318,4.615384615384615,1.2371794871794872,1.0
319,4.615384615384615,1.25,1.0
320,4.846153846153847,0.75,1.0
321,4.846153846153847,0.7628205128205128,1.0
322,4.846153846153847,0.7756410256410257,1.0
323,4.846153846153847,0.7884615384615384,1.0
324,4.846153846153847,0.8012820512820513,1.0
325,4.846153846153847,0.8141025641025641,1.0
326,4.846153846153847,0.8269230769230769,1.0
327,4.846153846153847,0.8397435897435898,1.0
328,4.846153846153847,0.8525641025641025,1.0
329,4.846153846153847,0.8653846153846154,1.0
330,4.846153846153847,0.8782051282051282,1.0
331,4.846153846153847,0.891025641025641,1.0
332,4.846153846153847,0.9038461538461539,1.0
333,4.846153846153847,0.9166666666666666,1.0
334,4.846153846153847,0.9294871794871795,1.0
335,4.846153846153847,0.9423076923076923,1.0
336,4.846153846153847,0.9551282051282051,1.0
337,4.846153846153847,0.967948717948718,1.0
338,4.846153846153847,0.9807692307692307,1.0
339,4.846153846153847,0.9935897435897436,1.0
340,4.846153846153847,1.0064102564102564,1.0
341,4.846153846153847,1.0192307692307692,1.0
342,4.846153846153847,1.032051282051282,1.0
343,4.846153846153847,1.044871794871795,1.0
344,4.846153846153847,1.0576923076923077,1.0
345,4.846153846153847,1.0705128205128205,1.0
346,4.846153846153847,1.0833333333333333,1.0
347,4.846153846153847,1.0961538461538463,1.0
348,4.846153846153847,1.108974358974359,1.0
349,4.846153846153847,1.1217948717948718,1.0
350,4.846153846153847,1.1346153846153846,1.0
351,4.846153846153847,1.1474358974358974,1.0
352,4.846153846153847,1.1602564102564101,1.0
353,4.846153846153847,1.1730769230769231,1.0
354,4.846153846153847,1.185897435897436,1.0
355,4.846153846153847,1.1987179487179487,1.0
356,4.846153846153847,1.2115384615384615,1.0
357,4.846153846153847,1.2243589743589745,1.0
358,4.846153846153847,1.2371794871794872,1.0
359,4.846153846153847,1.25,1.0
360,5.076923076923077,0.75,1.0
361,5.076923076923077,0.7628205128205128,1.0
362,5.076923076923077,0.7756410256410257,1.0
363,5.076923076923077,0.7884615384615384,1.0
364,5.076923076923077,0.8012820512820513,1.0
365,5.076923076923077,0.8141025641025641,1.0
366,5.076923076923077,0.8269230769230769,1.0
367,5.076923076923077,0.8397435897435898,1.0
368,5.076923076923077,0.8525641025641025,1.0
369,5.076923076923077,0.8653846153846154,1.0
370,5.076923076923077,0.8782051282051282,1.0
371,5.076923076923077,0.891025641025641,1.0
372,5.076923076923077,0.9038461538461539,1.0
373,5.076923076923077,0.9166666666666666,1.0
374,5.076923076923077,0.9294871794871795,1.0
375,5.076923076923077,0.9423076923076923,1.0
376,5.076923076923077,0.9551282051282051,1.0
377,5.076923076923077,0.967948717948718,1.0
378,5.076923076923077,0.9807692307692307,1.0
379,5.076923076923077,0.9935897435897436,1.0
380,5.076923076923077,1.0064102564102564,1.0
381,5.076923076923077,1.0192307692307692,1.0
382,5.076923076923077,1.032051282051282,1.0
383,5.076923076923077,1.044871794871795,1.0
384,5.076923076923077,1.0576923076923077,1.0
385,5.076923076923077,1.0705128205128205,1.0
386,5.076923076923077,1.0833333333333333,1.0
387,5.076923076923077,1.0961538461538463,1.0
388,5.076923076923077,1.108974358974359,1.0
389,5.076923076923077,1.1217948717948718,1.0
390,5.076923076923077,1.1346153846153846,1.0
391,5.076923076923077,1.1474358974358974,1.0
392,5.076923076923077,1.1602564102564101,1.0
393,5.076923076923077,1.1730769230769231,1.0
394,5.076923076923077,1.185897435897436,1.0
395,5.076923076923077,1.1987179487179487,1.0
396,5.076923076923077,1.2115384615384615,1.0
397,5.076923076923077,1.2243589743589745,1.0
398,5.076923076923077,1.2371794871794872,1.0
399,5.076923076923077,1.25,1.0
400,5.307692307692308,0.75,1.0
401,5.307692307692308,0.7628205128205128,1.0
402,5.307692307692308,0.7756410256410257,1.0
403,5.307692307692308,0.7884615384615384,1.0
404,5.307692307692308,0.8012820512820513,1.0
405,5.307692307692308,0.8141025641025641,1.0
406,5.307692307692308,0.8269230769230769,1.0
407,5.307692307692308,0.8397435897435898,1.0
408,5.307692307692308,0.8525641025641025,1.0
409,5.307692307692308,0.8653846153846154,1.0
410,5.307692307692308,0.8782051282051282,1.0
411,5.307692307692308,0.891025641025641,1.0
412,5.307692307692308,0.9038461538461539,1.0
413,5.307692307692308,0.9166666666666666,1.0
414,5.307692307692308,0.9294871794871795,1.0
415,5.307692307692308,0.9423076923076923,1.0
416,5.307692307692308,0.9551282051282051,1.0
417,5.307692307692308,0.967948717948718,1.0
418,5.307692307692308,0.9807692307692307,1.0
419,5.307692307692308,0.9935897435897436,1.0
420,5.307692307692308,1.0064102564102564,1.0
421,5.307692307692308,1.0192307692307692,1.0
422,5.307692307692308,1.032051282051282,1.0
423,5.307692307692308,1.044871794871795,1.0
424,5.307692307692308,1.0576923076923077,1.0
425,5.307692307692308,1.0705128205128205,1.0
426,5.307692307692308,1.0833333333333333,1.0
427,5.307692307692308,1.0961538461538463,1.0
428,5.307692307692308,1.108974358974359,1.0
429,5.307692307692308,1.1217948717948718,1.0
430,5.307692307692308,1.1346153846153846,1.0
431,5.307692307692308,1.1474358974358974,1.0
432,5.307692307692308,1.1602564102564101,1.0
433,5.307692307692308,1.1730769230769231,1.0
434,5.307692307692308,1.185897435897436,1.0
435,5.307692307692308,1.1987179487179487,1.0
436,5.307692307692308,1.2115384615384615,1.0
437,5.307692307692308,1.2243589743589745,1.0
438,5.307692307692308,1.2371794871794872,1.0
439,5.307692307692308,1.25,1.0
440,5.538461538461538,0.75,1.0
441,5.538461538461538,0.7628205128205128,1.0
442,5.538461538461538,0.7756410256410257,1.0
443,5.538461538461538,0.7884615384615384,1.0
444,5.538461538461538,0.8012820512820513,1.0
445,5.538461538461538,0.8141025641025641,1.0
446,5.538461538461538,0.8269230769230769,1.0
447,5.538461538461538,0.8397435897435898,1.0
448,5.538461538461538,0.8525641025641025,1.0
449,5.538461538461538,0.8653846153846154,1.0
450,5.538461538461538,0.8782051282051282,1.0
451,5.538461538461538,0.891025641025641,1.0
452,5.538461538461538,0.9038461538461539,1.0
453,5.538461538461538,0.9166666666666666,1.0
454,5.538461538461538,0.9294871794871795,1.0
455,5.538461538461538,0.9423076923076923,1.0
456,5.538461538461538,0.9551282051282051,1.0
457,5.538461538461538,0.967948717948718,1.0
458,5.538461538461538,0.9807692307692307,1.0
459,5.538461538461538,0.9935897435897436,1.0
460,5.538461538461538,1.0064102564102564,1.0
461,5.538461538461538,1.0192307692307692,1.0
462,5.538461538461538,1.032051282051282,1.0
463,5.538461538461538,1.044871794871795,1.0
464,5.538461538461538,1.0576923076923077,1.0
465,5.538461538461538,1.0705128205128205,1.0
466,5.538461538461538,1.0833333333333333,1.0
467,5.538461538461538,1.0961538461538463,1.0
468,5.538461538461538,1.108974358974359,1.0
469,5.538461538461538,1.1217948717948718,1.0
470,5.538461538461538,1.1346153846153846,1.0
471,5.538461538461538,1.1474358974358974,1.0
472,5.538461538461538,1.1602564102564101,1.0
473,5.538461538461538,1.1730769230769231,1.0
474,5.538461538461538,1.185897435897436,1.0
475,5.538461538461538,1.1987179487179487,1.0
476,5.538461538461538,1.2115384615384615,1.0
477,5.538461538461538,1.2243589743589745,1.0
478,5.538461538461538,1.2371794871794872,1.0
479,5.538461538461538,1.25,1.0
480,5.769230769230769,0.75,1.0
481,5.769230769230769,0.7628205128205128,1.0
482,5.769230769230769,0.7756410256410257,1.0
483,5.769230769230769,0.7884615384615384,1.0
484,5.769230769230769,0.8012820512820513,1.0
485,5.769230769230769,0.8141025641025641,1.0
486,5.769230769230769,0.8269230769230769,1.0
487,5.769230769230769,0.8397435897435898,1.0
488,5.769230769230769,0.8525641025641025,1.0
489,5.769230769230769,0.8653846153846154,1.0
490,5.769230769230769,0.8782051282051282,1.0
491,5.769230769230769,0.891025641025641,1.0
492,5.769230769230769,0.9038461538461539,1.0
493,5.769230769230769,0.9166666666666666,1.0
494,5.769230769230769,0.9294871794871795,1.0
495,5.769230769230769,0.9423076923076923,1.0
496,5.769230769230769,0.9551282051282051,1.0
497,5.769230769230769,0.967948717948718,1.0
498,5.769230769230769,0.9807692307692307,1.0
499,5.769230769230769,0.9935897435897436,1.0
500,5.769230769230769,1.0064102564102564,1.0
501,5.769230769230769,1.0192307692307692,1.0
502,5.769230769230769,1.032051282051282,1.0
503,5.769230769230769,1.044871794871795,1.0
504,5.769230769230769,1.0576923076923077,1.0
505,5.769230769230769,1.0705128205128205,1.0
506,5.769230769230769,1.0833333333333333,1.0
507,5.769230769230769,1.0961538461538463,1.0
508,5.769230769230769,1.108974358974359,1.0
509,5.769230769230769,1.1217948717948718,1.0
510,5.769230769230769,1.1346153846153846,1.0
511,5.769230769230769,1.1474358974358974,1.0
512,5.769230769230769,1.1602564102564101,1.0
513,5.769230769230769,1.1730769230769231,1.0
514,5.769230769230769,1.185897435897436,1.0
515,5.769230769230769,1.1987179487179487,1.0
516,5.769230769230769,1.2115384615384615,1.0
517,5.769230769230769,1.2243589743589745,1.0
518,5.769230769230769,1.2371794871794872,1.0
519,5.769230769230769,1.25,1.0
520,6.0,0.75,1.0
521,6.0,0.7628205128205128,1.0
522,6.0,0.7756410256410257,1.0
523,6.0,0.7884615384615384,1.0
524,6.0,0.8012820512820513,1.0
525,6.0,0.8141025641025641,1.0
526,6.0,0.8269230769230769,1.0
527,6.0,0.8397435897435898,1.0
528,6.0,0.8525641025641025,1.0
529,6.0,0.8653846153846154,1.0
530,6.0,0.8782051282051282,1.0
531,6.0,0.891025641025641,1.0
532,6.0,0.9038461538461539,1.0
533,6.0,0.9166666666666666,1.0
534,6.0,0.9294871794871795,1.0
535,6.0,0.9423076923076923,1.0
536,6.0,0.9551282051282051,1.0
537,6.0,0.967948717948718,1.0
538,6.0,0.9807692307692307,1.0
539,6.0,0.9935897435897436,1.0
540,6.0,1.0064102564102564,1.0
541,6.0,1.0192307692307692,1.0
